"0x8684a3684a9f66f9b9b654c78c6e1eb62f2490fe","264,489,479,996,050.051335528489771822","No"
"0x1cddea8931ecf9499296863d949aecdd23b41a47","230,718,910,290,959.6489584363329788869","No"
"0x0a81d2e65aceb02f36fa6cd68dcd25fb786273c9","120,211,809,022,681.828559","No"
"0x07d01675893986a1341563986beebf589fe66db4","55,828,688,925,312.5550189693010596105","No"
"0x4982085c9e2f89f2ecb8131eca71afad896e89cb","26,285,740,725,774.0487628029226694709","No"
"0x868f027a5e3bd1cd29606a6681c3ddb7d3dd9b67","15,602,151,791,069.0903835198379967543","No"
"0x328130164d0f2b9d7a52edc73b3632e713ff0ec6","14,886,724,263,874.7640201962708859266","No"
"0xc1ef51f99880c16aa0039b2399396941200328ab","12,718,194,424,954.6508874725408490791","No"
"0x80ca27268d4603e00b8d4d98aa309db438127d19","5,027,606,489,224.5189595225922042694","No"
"0x008fc07c5804977c5b4b4b4c73b47fbd96546c46","5,000,000,000,000","No"
"0xa6327b39630e39a951e3cf10dc08c0a2910fa0af","4,081,498,521,411.762811371738961595","No"
"0x836d85865284c24b397a1967b4d9e131ef715d87","3,683,689,911,111.8252154994106905758","No"
"0x9e8e5fcc52d2bcd1f0cb2a6471de0ae50c6cf866","3,647,143,507,050.3253967934512332522","No"
"0x88479186bac914e4313389a64881f5ed0153c765","3,517,939,241,379.2288867839437263909","No"
"0x98e9d5ed7a4a079ee2afb934672671855d70b79e","3,403,782,554,693.2138291133037357378","No"
"0x493144718a78dfbef79f825ae71b29134b5cf60e","3,269,159,379,949.8972645323436092358","No"
"0x7c912a0157521a88429cf51914bd3a5e0efa5087","3,012,809,685,789.4828339260424596361","No"
"0x124d9bf2fecbc16b54ec4accdb14d44c2144f012","2,906,266,767,219.7795943964753815745","No"
"0x3fe4c59c3bf03b734281dddb9d7f2c3275a42608","2,838,853,083,191.2423175511248255273","No"
"0x830b0627a971fafab550c660ade4423d98d78820","2,769,965,966,633.2112875642085543089","No"
"0x57e10fd2e9993bb0fa4aaa43b5f296e503518ee5","2,652,277,994,092.4968926","No"
"0x7feb272e938fb1101187e9e8f0a84f261fe3bade","2,591,142,211,665.94","No"
"0xfdaf74497b4f1fd5e848b17c83e5cb69d00eb15a","2,538,144,687,684.6482778031863965818","No"
"0x20af5137b74a299ff1f545649f853b6a6694c763","2,500,000,000,000","No"
"0x7ba9b6f83af0b003ee5c6633fe9788d6663aecdf","2,055,623,974,973.695858888777447147","No"
"0x9295b06266f3da790274a63eb61fd640f5fd35c0","2,048,833,536,608.7179095058989955267","No"
"0x1f95bb67eacd6a71b26898f529591406b1665a09","2,033,964,783,274.5770962613148945419","No"
"0xe65fe51d4334c9b533c6360afbb2b50e29b96ea5","1,999,425,692,306.7652268311099232335","No"
"0xb3b27134749fc4c4c49418dc04c35136d2d7bd04","1,902,302,895,696.6207219030192533725","No"
"0x0f0234e3f9536c12842a44e50b4b138613672393","1,799,354,383,604.8854632322895194864","No"
"0x4298e67463c6abe54b6bc9866d426c6c57287b74","1,745,114,238,471.2714034916171755603","No"
"0xe706692aebda1cf27e95b95d5ecacf247dd91fff","1,691,324,513,051.1609389254543600513","No"
"0xd63681a0a5e3d8740f181a05bfce2d46a5bad507","1,632,398,470,140.2818879289366423594","No"
"0x896d002bad6de92be539696def9baeae3dc7098e","1,616,482,145,452.3381244","No"
"0x2a6ea47ddb599c6714df85eacd1a575b0db1fbfc","1,514,418,595,386.081630289364682105","No"
"0x127a084f6a9da53de9da27b7245365968e6d7d0e","1,510,000,000,000","No"
"0x242c1359aa7f36fc5439389df2f61016ebbe92e2","1,505,688,973,404.1871452692309492171","No"
"0x6f50d49828e1c8f96b79d9eb766b7712b1eab6f9","1,481,672,681,275.1676160279641152265","No"
"0x19ebf870483ba024003144e7e091ab4cee0331ae","1,430,000,000,000","No"
"0x087ba8b667076b7771e44c14cf3acc65d3db7374","1,400,000,000,000","No"
"0x464a6890cfb62f09835fb2ae00c040c50473375b","1,303,653,858,348.2734585489480163486","No"
"0xbe29232c018d9580652c2433c655e4638ef8c649","1,288,819,055,035.3645296199079813751","No"
"0x0e16db2c4887871c0e4a6ea56a0ee1b2876b0306","1,165,570,359,798.7816508201314991234","No"
"0x39042eb2abd62cdb3b840c6abacec100f702bd11","1,145,077,881,452.6689474466977547851","No"
"0x0d0707963952f2fba59dd06f2b425ace40b492fe","1,128,491,919,694.2177862776694516513","No"
"0xc9b23d6ae4fc7eef3f1211f5c37f2f8e9c321743","1,100,000,000,000","No"
"0x81629a6a6dda2acd9c38ea53e58b11541edcae61","1,084,355,494,817.1279913856400663817","No"
"0x404def5c4a4392aff96f90149b2ceb01bece2a61","1,080,807,321,095.9721306291618729575","No"
"0xf9dff2d8dcdf718298bdd3122c2f0e167f12dff9","1,075,112,343,573.3085678740735670033","No"
"0x089e7bf0792a741fd0905052247ec88db1d91b75","1,045,981,116,533.9427400212527009671","No"
"0x88bba5dc031f612269c019a40a54ef0053841316","1,023,969,976,012.073258195166811006","No"
"0x874d0570d1a9f8e1a12afa7fa3e7f076973da4bb","1,022,888,440,212","No"
"0x36c98bae04b6db797791be2a352841cc4bdd40f5","1,014,167,532,717.8918969518628634068","No"
"0xa716f33518802ad39db689059d304f0e3698d25a","1,010,586,585,533.804155542961191545","No"
"0x6f36dc73e9c87e5009c6931db236205126392a77","1,007,184,133,741.4200699527743915209","No"
"0x43809bda197408b0a7641b5c33dd76b37fa81c1e","1,000,900,296,332.7947436769863578667","No"
"0x36cc131ca12a9d78bc287dcecb97261d2adbf394","1,000,000,000,000.4238652506727445842","No"
"0xdd1966df8d8ecde4a36f2bcb13c73e32807e7b2a","1,000,000,000,000.16","No"
"0x44bab9dbdda47195b56d3e5f85f830b7625224ac","1,000,000,000,000","No"
"0x9469ede3fe3eb84c500a6ee2935ff0802d76cd3d","1,000,000,000,000","No"
"0x83daa9da5712e1b08bcd53ca058705392ea2ad68","935,300,453,209.8452020562197781912","No"
